id,overview,title,release_date,genres,type
935,"미 공군의 잭 리퍼 장군은 공산주의자들이 미국인의 신성한 혈통을 오염시킬 음모를 꾸미고 있다는 망상에 사로잡혀 핵폭격기를 출격시킨다. 미국 대통령은 절대절명의 위기를 해결 하기 위해 자문회를 소집하는데, 그 자리에서 소련 대사는 만일 소련이 핵공격을 당한다면 지구상의 모든 동식물이 파멸되는 운명의 날이 다가오게 될 것이라고 경고한다. 전 나치주의자였던 천재 과학자 스트레인지러브 박사는 핵무기에 지구의 운명이 달려있다는 사실이 너무 명백하므로 핵무기로 상황을 대응할 수 없다는 결론을 내린다. 과연 폭격기는 제 시간에 제거될 수 있을 것인가? 아니면 잭 리퍼 장군이 전세계를 파멸시키는데 성공 할 것인가?",닥터 스트레인지러브,1964-01-29,"전쟁, 코미디",movie
938,"감옥을 탈출해 나온 산적 두목이자 은행강도인 현상범 인디오는 부하들과 함께 살인과 강탈을 일삼고 다닌다. 회중시계와 뮤직박스에 병적인 집착을 보이는 그는 누군가를 죽일 때마다 회중시계를 꺼내 보는 버릇이 있다.  그를 잡기 위해 두 명의 사나이가 서부의 작은 도시에 등장한다. 한 명은 이름을 알 수 없는 차갑고 냉정한 총잡이인 '이름없는 자'로 현상금을 목적으로 이 곳에 왔으며, 또 한 명은 육군대장인 몰티머인데, 그는 인디오에게 청산해야할 빚이 있어 그것을 완수하기위해 그를 찾아온다. 이 범죄자는 그의 여동생의 죽음과 관련이 있었다.  인디오가 돈을 얻기위해 엘파소의 은행을 털 것이라는 직감을 갖고 이 두 명의 총잡이는 그곳으로 돌린다. 이들은 서로를 믿지 않았으나 보다 효과적으로 인디오를 잡기위해 '이름 없는 자'가 악당과 한 패가 된 것처럼 가장해 그들의 비밀 소굴로 쳐들어가 인디오를 사로잡기로 하는 기막힌 음모를 꾸미는데...",석양의 건맨,1965-12-18,서부,movie
946,사귀던 여자의 남편에게서 결투 신청을 받은 스테판은 당분간 피해 있기로 마음먹지만 미지의 여인에게서 온 편지를 읽느라 기회를 놓친다. 그 편지에는 스테판이 촉망받던 음악가였을 때 그를 사랑했던 한 여인의 일생이 담겨 있었다. 스테판이 음악가로서의 일생을 포기하고 술과 여자로 방탕한 생활을 하는 동안 그 미지의 여인은 스테판의 아이까지 낳아 기르다가 결국은 병으로 아이마저 잃고 자신도 죽게된다. 스테판은 서서히 자신도 한때나마 사랑했었던 리자라는 이름의 그녀를 기억하게 된다. 자신의 주변에서 늘 서성였던 그녀의 존재를 몇번씩이나 잊어 버린데서 비롯된 젊은 날의 회한에 비로소 스테판은 절망하게 되는데...,미지의 여인에게서 온 편지,1948-04-28,"드라마, 로맨스",movie
947,영국 정보국 소속 장교 로렌스 는 1차대전 중 중동지역의 전투에서 아랍 부족의 지원을 받기 위해 아랍 지역으로 파견된다. 그런데 그는 영국 정부가 바라던 것 이상으로 아랍의 지도자들을 사로 잡고 아랍의 독립을 위해 열심히 싸워 아랍 민족으로 부터 ‘아라비아의 로렌스’라는 영웅적인 칭호를 받게 된다. 그는 아랍 전사들을 이끌고 터키군들과 싸우면서 규율을 잡기 위해 남의 마을의 우물물을 마신 병사를 과감히 처형하는 등 독한 모습을 보여준다. 그러나 그의 그런 용맹성은 터키 군에게 포로로 잡힌 후 그곳에서 받은 성적 학대를 통해 병적으로 발전된다. 그리고 마침내 영국 정부의 소환을 받고 런던으로 돌아오지만 중동으로 보내 줄 것을 요구하면서 사막으로 돌아가길 원한다. 그러나 이미 정치적으로 타결이 된 아라비아 사막은 그를 원치 않았는데.,아라비아의 로렌스,1962-12-11,"모험, 역사, 전쟁",movie
949,"닐 맥컬리(로버트 드 니로)는 빈틈없고 치밀하게 일을 처리하는 프로 범죄자지만 따뜻한 가정의 온기를 동경한다. 반면 LA 경찰국 강력계 수사반장인 빈센트 한나(알 파치노)는 두 번의 이혼 경력에 이어 세 번째 결혼마저 위기를 맞은 불안정한 사생활의 소유자지만, 일에 있어서는 굶주린 짐승처럼 집요하게 쫓아가 결국에는 해결을 보고 만다. 닐과 그의 동료들이 특급우편 발송 차량을 습격하는 대규모 도난 사건을 일으켜 증권 투자사 간부의 고액 채권을 강탈한다. 사건 발생 직후부터 빈센트는 예리한 추리력으로 한걸음씩 닐에게 접근해간다. 닐 역시 빈센트의 추격을 눈치채는데...",히트,1995-12-15,"드라마, 범죄, 액션",movie
952,,The Adventures of Ozzie and Harriet,,"가족, 코미디",tv
953,"센트럴파크 동물원의 인기절정 뉴요커 4인방  사자 알렉스(벤 스틸러)는 스포트라이트를 한 몸에 받는 뉴욕 센트럴파크 동물원 최고의 인기 스타. 타고난 품종은 정글의 왕이지만 사실 알렉스는 동물원 인기 스타인 자신을 자랑스러워하고 정글 구경은 한 번도 해 본 적 없는 정통 뉴욕 토박이다.  알렉스의 친구들인 얼룩말 마티(크리스 록)와 기린 멜먼(데이비드 쉬머), 하마 글로리아(제이다 핀켓 스미스)도 온실 속 화초처럼 동물원의 안락한 생활이 익숙하기만 한데...  탈출은 꿈꾼 적도 없는 데 미지의 정글 마다가스카로?!  그러던 어느 날, 호기심 많은 마티가 그들의 고향 남극으로 탈출기회만을 노리는 정체불명 펭귄 특공대의 꾐에 빠져 야생에 대한 동경을 안고 외출을 시도한다. 알렉스와 친구들은 사라진 마티를 찾기 위해 동물원 밖으로 나가게 되고, 사람들에게 발견된 동물 4인방(사실은 뉴요커 4인방)은 갑갑한 동물원 탈출을 모의했다는 오해 아닌 오해를 받은 채 아프리카로 향하는 배에 오르게 되고...  정글보다 도시가 더 좋은 뉴요커 4인방의 정글 탈출기!  뉴요커 4인방이 포획된 배를 남극을 향한 배로 오인한 펭귄 특공대는 재빠르게 선박을 접수하고 항로를 바꾸는 사이, 4인방이 갇혀 있던 상자가 바다로 떨어지면서 알렉스와 친구들은 미지의 정글 마다가스카에 표류하게 된다.  지금까지 안락한 뉴요커의 삶을 살아온 이들이 과연 거친 야생의 정글 마다가스카에서 살아갈 수 있을 것인가? 아니면 다시 센트럴파크의 동물원으로 돌아갈 것인가?  정글보다 도시가 더 좋은 뉴요커 4인방의 험난한 정글 탈출기는 이제부터 시작된다!!",마다가스카,2005-05-25,"가족, 모험, 애니메이션, 코미디",movie
954,동유럽 첩보원들의 비밀 명단을 훔쳐 무기상에 팔아 넘기려는 음모를 막기 위해 짐 펠프스가 이끄는 CIA 최고의 팀 미션 임파서블이 투입된다. 그러나 대사관 파티에 잠입하여 동료들과 함께 작전을 수행하던 중 팀의 리더였던 이단 헌트만이 구사일생으로 혼자 살아 남는다. 곧 이어 본부에 연락을 취한 헌트는 이번 작전이 CIA 내에 침투한 이중간첩의 체포작전이라는 것과 자신이 범인으로 지목된 것을 알고 재빨리 피신한다. 그는 자신을 함정에 빠뜨리고 동료들을 살해한 진짜 범인을 찾기 위해 나선다. 마침내 그는 컴퓨터의 접속암호를 풀어 무기 밀매상인 맥스와 연락을 취하는데...,미션 임파서블,1996-05-22,"모험, 스릴러, 액션",movie
955,러시아 생물공학자 네코비치 박사는 비행기 내에서 이단 헌트로 변장한 앰브로즈에게 벨레로폰을 탈취당한 후 살해된다. IMF 요원 이단 헌트는 네코비치 박사가 테러리스트 앰브로즈에게 탈취당한 것이 무엇인지 알아내기 위해 파견된다. 키메라라는 것이 인플루엔자를 없애기 위한 완벽한 치료제인 벨레로폰을 유전적으로 조합하다 부수적으로 만들어진 악성 바이러스라는 사실을 알아낸 헌트는 임무를 위해 앰브로즈의 전 애인 니아 홀을 포섭한다. 헌트는 니아와 사랑에 빠지지만 키메라 바이러스를 파괴하기 위해 니아를 앰브로즈에게 보내는데...,미션 임파서블 2,2000-05-24,"모험, 스릴러, 액션",movie
956,"IMF 최고의 베테랑 특수 요원으로서 항상 긴장감 속에 경계를 늦추지 않던 이단 헌트. 이제 현장에서 한 발 물러나 특수 요원 트레이닝에 전념하며 삶의 여유를 찾고, 사랑하는 여인 줄리아와 행복한 결혼을 꿈꾼다. 하지만 그녀와의 약혼식 날, 급작스런 본부의 호출을 받은 이단 헌트에게 악명 높은 국제 암거래상 오웬 데비언에게 인질로 잡혀있는 IMF 요원을 구출하라는 명령이 떨어진다. 약혼녀에게 차마 사실을 알리지 못한 채 작전에 임하는 이단 헌트는 요원을 구출하는 데에 극적으로 성공하지만 그녀는 결국 목숨을 잃고 마는데...",미션 임파서블 3,2006-04-25,"모험, 스릴러, 액션",movie
958,"오토봇과 디셉티콘간의 대전쟁이 디셉티콘의 패배로 끝난 먼 미래,그 후손인 맥시멀과 프레데콘이 공존하는 사이버트론에서 메가트론과 소수의 프레데콘들은 불만을 품고 골든디스크와 전함 다크사이드를 훔쳐 달아난다.맥시멀인 옵티머스 프라이멀과 동료들은 탐사선 엑셀론을 타고 메가트론을 쫒게 된다.추격전을 벌이던 맥시멀과 프레데콘의 전함은 큰 피해를 입어 미지의 행성에 불시착하게 되는데...",비스트 워즈,,"애니메이션, 액션&모험",tv
961,"증기기관차 ‘제너럴’과 여자친구 애너벨 리를 사랑하는 기관사 조니는 남북전쟁이 발발하자 남군에 입대하려 하지만 거절당한다. 이 때문에 애너벨은 그가 겁쟁이라고 생각하게 된다. 어느 날 북군이 애너벨이 타고 있는 제너럴을 훔쳐가자, 조니는 자신의 두 연인을 구해내고 용기를 입증하려 하는데...",제너럴,1926-12-25,"모험, 액션, 전쟁, 코미디",movie
962,"금광을 찾아 알래스카에 온 찰리는 살인범 블랙의 오두막에서 금광을 찾았다는 멕케이를 만난다. 산속에 갖힌 이들은 원조를 청하는 제비뽑기를 한다. 블랙이 길을 떠나지만 추격중이던 경찰을 만나 죽고,찰리와 맥케이는 너무 배가 고파 구두를 끓여 먹기도 한다. 간신히 마을에 도착한 찰리는 조지아라는 무희에게 반한다. 그녀는 추근거리는 남자들을 따돌리기 위해 찰리와 춤을 추지만, 어느날 그가 자신을 좋아하고 있음을 눈치챈다. 한편 자신이 발견한 금광의 위치를 잊어버린 멕케이는 찰리와 함께 구사일생으로 금광을 다시 찾고 이들은 백만 장자가 되는데...",황금광 시대,1925-07-13,"드라마, 모험, 코미디",movie
963,"샌프란시스코의 '스페이드 & 어처' 탐정 사무실에 원덜리라는 미모의 아가씨가 나타나 사건을 의뢰한다. 그녀는 새스비라는 사내와 사랑에 빠진 여동생을 찾아달라고 부탁한다. 샘 스페이드는 동료 탐정 어처를 보내 사건을 풀어보려 하지만 해결의 실마리는 커녕 어처의 죽음이 그에게 전해지고, 곧이어 새스비까지 살해되는데...",말타의 매,1941-10-18,"미스터리, 범죄, 스릴러",movie
968,"1972년 뉴욕의 어느 더운 여름날. 소니와 샐, 스티브는 은행을 털기로 작정한다. 중간에 마음을 바꾼 스티브는 집으로 돌아가고, 소니와 샐은 은행 직원들을 총으로 협박하여 돈을 챙긴다. 그러나 은행엔 기대한 만큼의 돈이 없고, 돈을 찾는 데 혈안이 되어 시간가는 줄 모르던 소니와 샐은 곧 경찰과 대치하게 되는데...",뜨거운 오후,1975-09-21,"드라마, 범죄, 스릴러",movie
975,"총사령관 브롤라드는 프랑스군의 용맹함을 보여주고 싶은 열망에 독일군이 점령하고 있는 '개미고지'를 탈환하라고 명령한다. 승진을 바라고 있던 사단장 미로는 그것이 자살행위라는 것을 알면서도 자신의 명예를 위해 부하들을 희생시키기로 한다.  결국 군대의 명령 계통에 충실한 닥스 대령이 부대원들을 이끌고 작전을 수행하지만 무모한 작전은 사병들의 끔찍한 희생을 부른다. 동료들의 끔찍한 죽음을 목격한 군인들은 참호를 떠나 공격하기를 거부하기에 이른다. 이에 화가 난 미로 장군은 포병대에게 자신의 부하들이 있는 참호를 향해 대포를 발사하라고 명령한다.  그렇게 작전은 실패로 끝나고, 공격 계획이 잘못된 것이었다는 사실을 인정할 수 없는 미로장군은 작전의 실패가 부하들의 비겁함 때문이라고 스스로를 합리화하고 사단에서 병사 한명씩을 무단으로 색출해, 실패한 임무에 대한 희생양으로 이들을 군법회의에 회부해 기자들이 지켜보는 가운데 처형하려 한다.  닥스 대령은 미로장군의 처사에 분노를 느끼며 병사들을 위해 필사적인 변호를 펼치는데...",영광의 길,1957-10-25,"드라마, 역사, 전쟁",movie
980,"1885년, 네바다의 어느 작은 마을에 들어선 길과 아트는 술집에 들어가는데, 어쩐지 분위기가 심상치 않다. 가축 도둑들 때문에 신경이 곤두선 마을 사람들은 낯선 사내들인 길과 아트를 경계한다. 때마침, 목장주 킨케이드가 살해당했다는 소식이 들려오는데, 보안관이 없는 사이 무장대를 조직하는 건 불법이라는 판사의 만류에도 불구하고, 분노에 찬 마을 사람들은 무리를 지어 살인자들을 잡으러 나선다. 길과 아트 역시 의심받지 않기 위해 무장대에 합류한다. 발간 당시 ‘올해의 소설’로 선정되기도 했으며, 인간이 정의를 무시한 채 폭력을 선택하면 어떤 일이 일어날 수 있을지에 대한 냉정한 실험정신이 돋보인다는 평을 얻은 월터 반 틸버그 클락의 동명소설을 각색했다. 서부극 장르에서도 묵직한 주제를 다룰 수 있다는 새로운 가능성을 보여준 중요한 작품으로 평가된다.",카우보이,1943-03-11,"드라마, 서부",movie
981,,The Danny Thomas Show,,"로맨스, 코미디, 코미디",tv
981,남편의 바람기 때문에 이혼을 하고 두 번째 결혼을 앞두고 있는 상류층 여인 트레이시. 그러나 전남편인 덱스터는 아직 그녀를 사랑하고 있다. 덱스터는 스파이 매거진이 트레이시 아버지의 연애사건을 폭로하려는 걸 알고 이를 막기 위해 기자 마이크의 도움을 구하는데...,필라델피아 스토리,1940-12-05,"로맨스, 코미디, 코미디",movie
987,,General Hospital,,연속극,tv
990,"도박 당구 내기꾼인 에디('Fast' Eddie Felson: 폴 뉴먼 분)는 후견인 찰리(Charlie Burns: 마이론 맥코믹 분)와 함께 당구 도박으로 떠돌이 생활을 한다. 그러다 미네소타 팻(Minnesota Fats: 잭키 글리슨 분)과 큰 판을 벌이지만 가진 돈을 다 날리고 만다. 돈을 잃었다는 사실보다 그와의 시합에서 졌다는 사실에 실망한 에디는 찰리와 헤어져 도시를 방황하다 버스 터미널에서 우연히 사라 패커드(Sarah Packard: 파이퍼 로리 분)라는 여성을 만나 동거하게 된다. 사라는 어려서 소아마비에 걸린 뒤 집안에서 따돌림을 당하고 아버지가 부쳐주는 돈으로 혼자 살아가는 알콜중독자이다. 그러나 맑은 영혼을 가진 그녀는 에디에게 사랑을 느끼고 그가 도박으로 영혼까지 타락하는 것을 막으려고 노력한다. 하지만 미네소타 팻과 다시 대결하고픈 에디는 버트라는 도박꾼의 꾐에 빠져 다시 내기 당구 도박판에 뛰어든다. 한편 에디 옆에 사라가 있는 것이 못마땅한 버트는 그녀를 에디에게서 떼어놓기 위해 그녀의 신체적 결함을 지적해 온갖 수모를 준다. 그럼에도 불구하고 그녀는 진정으로 사랑하는 에디가 타락하는 것을 막기 위해 노력하나 결국 자살하고 만다. 에디는 자신을 붙잡으려고 노력하는 사라에게 그 역시 진실한 사랑을 느끼고 있었으나, 그 사실을 그녀의 사망 후에 깨닫는다. 에디는 사라를 생각하며 미네소타 팻과의 대결에서 이기고 진정한 당구 실력자임을 인정받는다.",허슬러,1961-09-25,"드라마, 로맨스",movie
992,"극장에서 영사기사로 일하는 버스터는 케이트린에게 구애하지만, 그녀의 아버지는 그를 탐탁치 않게 생각한다. 그러던 중 사랑의 라이벌 워드가 케이트린 아버지의 시계를 훔쳐 버스터에게 누명을 씌운다. 버스터는 영화 속 주인공인 셜록 주니어가 되어 진짜 범인을 찾기 시작한다.",셜록 2세,1924-04-17,"미스터리, 액션, 코미디",movie
993,"추리 소설가가 아내의 애인과 보험사기를 꾸민다. 하지만, 사건은 겉으로 보는 것과 다르게 흘러간다.",발자국,1972-12-10,"미스터리, 범죄, 스릴러, 코미디",movie
995,"톤토를 떠나 로즈버그로 향하는 역마차 안에는 각양각색의 인물이 타고 있다. 마을에서 쫓겨난 매춘부 달라스와 남편을 만나러 여행길에 오른 부인, 면허를 박탁당한 개똥철학자이자 알콜중독자인 의사, 언변 좋은 사기 도박꾼 햇필드, 사기꾼 은행가, 위스키 장사꾼, 보안관 등등.... 그리고 여기에 아버지와 형을 죽인 원수를 찾고 있는 탈옥수 링고 키드가 합류한다. 보안관은 감옥에서 탈출한 링고 키드를 주의 깊게 관찰하지만 진짜 위험은 링고가 아닌 다른 곳에서 시작된다. 제로니모를 위시한 아파치 무리가 역마차를 공격한 것이다. 역마차가 아파치들의 공격을 받는 동안 범법자 링고는 자신을 버린 사회를 위해 영웅적인 활약을 펼친다.",역마차,1939-03-02,"모험, 서부",movie
996,"보험사 직원인 월터는 고객 관리를 위해 디트리히슨의 집을 방문한다. 디트리히슨의 아내 필리스를 만나게 된 월터는 그녀의 매력에 곧 빠져들고, 남편을 살해할 음모를 품고 있는 필리스의 유혹에 쉽게 넘어간다. 결국 월터와 필리스는 사고를 가장해 남편을 살해하는데, 머지 않아 그녀의 어두운 과거가 드러난다.",이중 배상,1944-07-06,"범죄, 스릴러",movie
1018,,Bonanza,,"가족, 드라마, 드라마, 미스터리, 서부, 스릴러, 액션&모험",tv
1018,헐리웃 스타의 꿈을 안고 LA에 온 베티는 멀홀랜드 드라이브에서 일어난 자동차 사고로 이름조차 기억하지 못하는 리타를 만나 그녀가 기억을 되찾을 수 있도록 도와준다. 베티의 적극적인 도움으로 단서를 찾아가던 리타는 한 카페의 여종업원 명찰에서 다이안이라는 이름을 보고 어떤 것을 떠올리게 된다. 베티는 이 이름이 분명 리타와 관계된 사람의 이름일 것이라 말하며 다이안이라는 인물을 찾기 시작한다. 마침내 다이안의 집을 찾아간 두 여인. 그러나 그들은 곧 상상을 초월하는 끔찍한 비밀을 발견하게 되는데...,멀홀랜드 드라이브,2001-06-06,"가족, 드라마, 드라마, 미스터리, 서부, 스릴러, 액션&모험",movie
1020,,December Bride,,코미디,tv
1028,,Holby City,,"드라마, 연속극",tv
1040,"통일 전쟁이 한창인 이탈리아, 가리발디가 이끄는 혁명군이 시칠리아에 상륙하자 유서 깊은 귀족 가문의 공작 살리나는 동요하는 가족을 달랜다. 그 와중에 귀족 신분으로 혁명군에 가담한 조카가 전쟁 영웅이 되어 고향으로 돌아오고 살리나는 조카를 마을 시장의 딸인 안젤리카와 결혼시키려 하는데...
 19세기 주세페 가리발디가 이탈리아를 통일했던 시기의 시칠리아를 배경으로 쇠락해가는 귀족들의 모습을 오페라처럼 그려낸 웅장하고 우아한 시대극. 버트 랭카스터, 알랭 들롱의 탁월한 연기와 귀족들의 화려한 의상, 고급스런 실내장식 등 미장센에 대한 치밀한 연출이 돋보이는 이 작품은 시칠리아 3부작의 마지막 작품으로 1963년 칸 영화제에서 황금종려상을 받았다.",레오파드,1963-03-27,드라마,movie
1043,"주인공 후지오카 하루히는 부잣집 자제들만 입학할 수 있는 오란고교에 특별대우 장학생으로 입학한 평범한 서민층 여고생이다. 하루히는 어느 날 공부할 장소를 찾아 교내를 돌아다니다가 우연히 오란고교 호스트부의 부실 안에 발을 들이게 되는데, 하필 사고로 부실 안에 있던 도자기를 깨트리고 만다. 하루히는 그 도자기 값을 배상하는 대신 호스트부의 일원이 되어 100명의 손님들에게 지명을 받아야 할 처지에 놓이게 되고, 그를 위해 고군분투하며 여러가지 사건을 겪게 된다.",오란고교 호스트부,,"드라마, 애니메이션, 코미디",tv
1044,"2006년 3월 BBC에서 방영을 시작한 다큐멘터리. BBC와 NHK가 5년에 걸쳐서 촬영하고 제작한 초대형 프로젝트로, 신비함과 아름다움이 넘치는 생명의 별 지구를 전 세계 2백여 곳의 자연과 함께 그 안에서 살아가는 동물들의 생생한 삶의 모습을 주제별로 다룬다. 화질이나 영상미 어느 쪽으로나 절륜한 퀄리티를 자랑하며, 고난도의 압도적인 현장감과 미려한 영상으로 한 편의 드라마를 방불케 하는 자연 다큐멘터리의 진수이자 보는 이에게 저절로 감탄을 불러일으키게 하는 걸작이라 할 수 있다.",살아있는 지구,,다큐멘터리,tv
1054,"미국 중서부 가상의 도시 제노아 시에 사는 이들의 경쟁, 로맨스, 희망, 두려움을 이야기한다. 뉴먼, 애벗, 볼드윈, 윈터스 가족을 중심으로 다양한 캐릭터들이 펼치는 세대를 관통한 삶과 사랑 이야기.",더 영 앤 더 레스트리스,,"드라마, 연속극",tv
1059,"봉건 시대 일본, 씨족 간의 피비린내 나는 전쟁이 벌어지는 가운데 패배한 군대의 병사인 비겁하고 탐욕스러운 두 농부는 산 속에 숨겨진 요새로 안내하는 의문의 남자를 우연히 만나게 됩니다.",숨겨진 요새의 세 악인,1958-12-28,"드라마, 모험, 액션",movie
1063,2004년 5월 Fuji TV에서 방영을 시작한 애니메이션. 에도 시대의 어느 날 요코하마에서 후우는 아르바이트를 하고 있었다. 그러던 중 권력을 쥔 아버지를 등에 업고 행패를 부리는 망나니가 후우가 일하는 가게에서 난동을 피운다. 이 때 무겐이 나타나 후우를 도와주고 망나니 패거리를 패던 중 진이 가게에 들어선다.  무겐은 진이 망나니 패거리 중 한 명이라고 생각하여 공격하지만 진과 무겐은 막상막하의 실력을 자랑한다.  싸움에 열중한 나머지 가게에 불이 난 것도 상관하지 않고 싸우다 결국 나타난 관병들에게 잡혀가 사형당할 위기에 처하는데...,사무라이 참프루,,"드라마, 애니메이션, 액션&모험, 코미디",tv
1069,,The 13 Ghosts of Scooby-Doo,,"가족, 미스터리, 애니메이션, 코미디",tv
1075,"고요한 초록빛의 다뉴브 강가. 이 곳에 터를 닦아 자손을 낳고 살고 있는 두 집시 집안이 있다. 먼저 1세대. 그르가와 자리야. 그들은 생사고락을 함께 한 친구사이지만 25년동안 만나지 않을 정도로 애증 관계에 있다. 다음으로 자리야의 아들인 마초. 그는 그르가의 옛 똘마니였던 다단과 역시 서로 씹고 씹히는 관계 속에서 근근히 우정을 유지하고 있는 2세대 친구간이다. 그리고 3세대. 마초의 외아들 자레와 다단의 여동생 딱정벌레 이름은 따로 있지만 난쟁이만한 키를 가진 그녀를 두고 사람들은 그렇게 부른다. 이제 이야기의 전개는 2세대부터. 집안을 책임져야 하는 처지이지만 늘 놀고 먹는 한심한 백수, 마초 어쩌다 결혼식을 앞둔 하루 전, 천지신명의 도움인지 손자를 도와주려는 할아버지의 마지막 베품인지, 자리야가 세상을 뜬다. 마초는 당장 다단에게 달려가 결혼식과 장례식을 한꺼번에 치룰 수 없다고 하지만 다단을 사망소식을 사흘 후로 연기할 것을 종용한다. 어쩔 수 없이 다음 날, 마초의 집 마당에선 결혼식이 치뤄지고 혼인 서약이 울려퍼진다. 난장판 분위기의 피로연. 급기야 난쟁이 신부가 도망을 치는데. 한편 일전에 사업 자금을 꾸러 온 마초의 거짓말로 친구가 죽은 줄 알고 있던 그르가. 그는 키다리 손자와 뚱땡이 손자를 데리고 친구의 묘를 방문하러 이 말으로 오고 있던 중 이었다. 오는 도중 길을 잃은 그르가의 마차는 도망치던 신부와 맞딱뜨리게 되고 이 순간 불꽃이 튀는 두 사람이 생긴다. 딱정벌레와 그르가의 키다리 손자. 둘은 운명적인 만남을 감지하고 첫눈에 사랑에 빠지는데. 그르가의 등장으로 인해 한때 그의 돈을 떼먹었던 다단은 울며겨자먹기로 여동생과 키다리 손자와의 결혼을 승낙하고, 자레는 사랑하던 마을 처녀와 짝이 지워진다. 그러나 불행하게도 그날 밤 그르가마저 세상을 뜬다. 자 이제 자신이 원하던 짝을 되찾았던 이 두 커플은 어찌 될 것인가?",검은 고양이 흰 고양이,1998-06-01,"로맨스, 범죄, 코미디",movie
1087,더 이상 이곳에 있을 필요가 없다는 말을 하며 자살한 요모타 치사. 중학생 2학년 이와쿠라 레인은 얼마 전 자살한 치사로부터 한 메일을 받게 된다. 자신의 육체는 죽었지만 정신은 와이어드(가상세계)에서 살아있다는 내용이었다. 레인은 이를 계기로 와이어드라는 가상 세계에 흥미를 갖게 되고 아버지가 사준 최신 컴퓨터 ‘나비’를 통해 와이어드에 접속한다. 그러나 와이어드 안에 있는 사이버리아 클럽에 또 다른 자신이 출몰한다는 소식을 듣게 된다. 레인을 주변으로 알 수 없는 일들이 끊임없이 일어나고 레인이 또 다른 레인을 추적하는 과정에서 정체불명의 조직에게 잡히고 만다. 그 조직은 비밀 결사단 ‘나이츠’였다. 레인 앞에 자신을 와이어드의 신이라 부르는 존재가 다가오는데…….,시리얼 익스페리먼츠 레인,,"SF&판타지, 드라마, 미스터리, 애니메이션",tv
1091,남극의 노르웨이 탐사팀이 이상한 개를 쫓아 미국 기지까지 오게 된다. 거의 발광하다시피 개를 공격하다가 그만 방어하던 미국인들에게 사살된다. 미국인들은 진상을 조사하기 위해 노르웨이 기지로 사람을 보낸다. 그곳은 사람은 하나도 없고 이상하게 일그러진 시체와 잔해들을 발견한다. 시체들을 해부해 봤지만 별 이상이 발견되지는 않았다. 그러던 어느 날 노르웨이 탐사팀의 추격을 받았던 개가 개집에서 끔찍한 괴물로 변하게 되는데...,괴물,1982-06-25,"SF, 공포, 미스터리",movie
1092,2차 대전 직후 미국의 소설가 홀리 마틴스는 친구 해리의 연락을 받고 빈에 도착한다. 그를 반긴 것은 해리가 교통사고로 죽었다는 소식. 홀리는 친구의 애인 안나를 만나고 해리가 가짜 페니실린을 밀매했다는 혐의로 연합군의 추적을 받아왔음을 알게 된다. 친구의 죽음을 의심하던 홀리 앞에 홀연히 나타나는 해리. 홀리는 가짜 페니실린으로 고통받는 사람들을 접하고 해리를 체포하려는 칼로웨이 소령에게 협조하기로 결심한다.  그레이엄 그린의 원작 소설을 영화로 만든 작품.,제3의 사나이,1949-08-31,"미스터리, 스릴러",movie
1093,"폴로랑스는 기업체 사장인 남편 시몽을 살해하고 정부 줄리앙과 도피하기 위해 완전범죄를 노려 일을 꾸민다. 줄리앙은 토요일 늦은 밤 로프를 이용하여 사장실로 올라가 권총으로 남편을 살해한 뒤 자살로 위장하는 것까지는 성공했다. 그러나 지동차로 현장을 벗어나려 하는 순간, 창문에 걸린 로프를 보고 다시 사장닛로 가서 로프를 처리하고 엘리베이터로 내려오는 그 시간에 사건은 급진전되고 만다. 건물 관리인이 순시를 하다가 밤이 늦어 엘리베이터의 전원을 꺼버린 것이다. 때마침 밖에 세워둔 줄리앙의 시보레 자동차를 훔쳐타고 드라이브를 떠나버린 건달 청년의 살인사건이 겹치면서 영화는 복잡한 전개양상을 보인다. 이때 등장한 파리 경시청의 민완형사 세리에는 이 두 살인사건의 전모를 파헤쳐가면서 시몽의 살인범을 밝혀 내는데….",사형대의 엘리베이터,1958-01-29,"드라마, 범죄, 스릴러",movie
1095,"2030년 일본. 두뇌 전자화와 정보 네트워크화가 빠르게 진행되는 가까운 미래. 각종 첨단 범죄를 막기 위한 강력 조직이 설립된다. 내무성 직속 독립부대, 공안 9과. 우리는 이들을 '공각기동대'라 부른다.",공각기동대 STAND ALONE COMPLEX,,"SF&판타지, 범죄, 애니메이션, 액션&모험",tv
1100,《내가 그녀를 만났을 때》는 미국 CBS에서 방영되었던 시트콤이다. 소울메이트를 찾기 위한 테드의 기나긴 여정. 어른이 된 테드가 아이들에게 아빠와 엄마가 만난 이야기를 들려주며 회상하는 장면들로 이뤄진다.,내가 그녀를 만났을 때,,코미디,tv
1104,"1960년대 뉴욕, 무자비한 경쟁 속에 화려한 매력이 손짓하는 광고업계. 어느 천재적인 광고인의 비상과 추락이 펼쳐진다. 골든글로브와 에미상을 받은 시리즈.",매드 맨,,드라마,tv
1106,,Kay Tagal Kang Hinintay,,드라마,tv
