id,overview,title,release_date,genres
74438,우주의 마왕은 우주세계의 평화를 파괴하고 지구 침략의 야망에 차 있다. 한국 소년 대추를 비롯한 친구들은 슈퍼특급 마징가7과 함께 우주의 마왕을 물리치고 평화를 찾는다.,슈퍼특급 마징가 7,1983-07-30,애니메이션
74860,"인기 아이돌에 밀려, 빛도 제대로 못 본 걸그룹 핑크돌즈는  주인 없는 곡 ‘화이트’를 리메이크한 2집으로 최고의 인기를 얻게 된다.  백댄서 출신으로 노장 취급 받는 리더 은주,  고음처리가 불안한 보컬 제니,  성형 중독, 얼굴마담 아랑,  랩, 댄스 실력만 출중한 신지  핑크돌즈가 최고의 주가를 올릴수록 이들의 시기와 질투는 심해지고  메인보컬에 대한 경쟁은 더욱 치열해진다.  그러나,  ‘화이트’의 메인보컬이 되는 멤버마다 차례로 끔찍한 사고를 겪게 되고,  은주는 ‘화이트’라는 노래에 잔혹한 저주가 걸려있음을 직감하고 그 비밀을 파헤치려 하는데…",화이트: 저주의 멜로디,2011-06-09,"공포, 미스터리, 음악"
75006,"1994년 11월 20일 서울 근교 발암교에서 일어난 의문의 폭발 사건. 사건을 추적하던 열혈 사회부 기자 이방우 앞에 어느 날 오랫동안 연락이 끊겼던 고향 후배 윤혁이 나타난다. 그는 일련의 자료들을 건네며 발암교 사건이 보여지는 것과 달리, 조작된 사건임을 암시한다. 발암교 사건의 진실을 파헤치기 위해 이방우는 동료 기자 손진기, 성효관과 특별 취재팀을 꾸리는데… 하지만 취재를 방해하는 의문의 일당들로 인해 그들은 위험에 처하게 된다. 서서히 정체를 드러내는 정부 위의 정부, 검은 그림자 조직. 이들은 누구이며, 이들의 목적은 무엇인가.",모비딕,2011-06-09,액션
75931,"가까워지는 죽음의 그림자…  어릴 적 충격으로 폐소공포증을 앓고 있는 ‘소연’. 펫숍의 미용사로 일하는 그녀는 사랑스러운 동물들과 함께할 때만은 항상 행복하다. 그러던 어느 날, 소연이 미용을 해 준 고양이 ‘비단이’를 찾아간 주인이 엘리베이터에서 의문사하는 사건이 발생한다. 공포에 질린 참혹한 모습으로 발견된 ‘비단이’의 주인. 죽음의 이유를 전혀 짐작할 수 없는 가운데, 한 가지 사실만이 밝혀진다. 갑작스런 죽음의 순간, 밀폐된 공간에서 이를 목격한 이는 고양이 ‘비단이’뿐이라는 것…!  소녀의 환상과 함께 시작된 두 번째 죽음  경찰의 부탁으로 주인 잃은 비단이를 집으로 데려온 소연은 그때부터 신비한 어린 소녀를 보기 시작한다. 어린 시절의 충격을 극복하는 과정이라는 의사의 말에 희망을 가져보지만 계속해서 소녀의 악몽에 시달리는 소연. 정체를 알 수 없는 공포감은 점점 커져만 가고, 새 고양이를 입양 받아온 친구 ‘보희’마저 자신의 집에서 참혹한 모습으로 죽은 채 발견되는데…  연속된 의문사  모두의 죽음을 지켜본 유일한 두 개의 눈 ‘고양이’  일상을 파고드는 죽음의 공포가 시작된다!",고양이: 죽음을 보는 두개의 눈,2011-07-07,"공포, 미스터리"
76435,"현지라는 가명으로 활동하고 있는 순정만화 작가인 전라도 순수 청년 현준. 펜팔에서 만난 경상도 여인 다홍과 알콩달콩 연애하며 사랑을 키워가던 그는 아버지의 강요로 선을 봐야 한다는 다홍의 말에 그녀와 결혼을 결심한다. 하지만 뼛속까지 경상도 남자인 다홍의 아버지로 인해 현준은 전라도 남자임을 감춰야 되는 상황이 벌어지는데…  서울말 특별 과외를 거쳐 압구정남으로 변신한 현준. 드디어 결혼을 승낙 받기 위해 부산에 위치한 다홍의 집으로 향하고, 다홍 가족과 대면한다. 왠지 음침한 다홍의 오빠 운봉을 시작으로 호시탐탐 현준의 흉을 찾으려는 노처녀 고모 영자, 경부선 밖은 나가본 적 없는 우아한 서울 여자인 어머니 춘자, 첫만남에 악수 대신 야구 공을 던지는 초강력 적수 아버지 영광, 거기에 언제 뒤따라 왔는지 현준의 아버지가 스파이로 보낸 형 대식까지.. 과연 현준은 이 모든 난관을 헤치고 다홍과 사랑을 이뤄낼 수 있을까?",위험한 상견례,2011-03-31,"로맨스, 코미디"
76600,"판도라 행성에서 제이크 설리와 네이티리가 이룬 가족이 겪게 되는 무자비한 위협과 살아남기 위해 떠나야 하는 긴 여정과 전투, 그리고 견뎌내야 할 상처에 대한 이야기를 그렸다. 살아남기 위해 설리 가족이 숲에서 바다로 터전을 옮기면서 겪게 되는 화합의 과정, 그리고 곳곳에서 도사리는 새로운 위협까지 역경 속에서 더 아름답게 펼쳐진다.",아바타: 물의 길,2022-12-14,"SF, 모험, 액션"
76619,"크리스마스에 만나는 가장 로맨틱한 상상!  떠나는 순간 현실이 되는 그 곳에서 어떤 행운의 로맨스가 기다리고 있을까?  너무 잘나서, 너무 똑똑해서 구조조정 위기에 처한 잘생긴 독불 CEO 재혁(이선균),  지긋지긋한 직장 상사와 동료들, 입사 6년 만에 첫 휴가를 꿈꾸는 생계형 캔디수진(이수경),  여친에게 차이고, 영문과 출신이면서 영어면접만 보면 면접울렁증, 안습백수 정환(이민기),  최고 아이돌 스타지만 그에 못지않은 악플도 100만개! 안티충만 슈퍼스타 가영(유진)  일상에서 단 한 번 마주친 우연도 없었지만 현실을 떠나 같은 시간, 같은 공간 보라카이에서 만난 이들. 낯선 곳이면 무조건 돌아다니기, 가이드 친구한테 묻어서 관광하기, 꼭꼭 숨어있기, 생면부지의 돌아가신 아버지 흔적 찾기 등 각기 다른 목적을 가진 이들의 여행은 운명처럼 얽히게 된다. 2박 3일의 아쉽기 만한 짧은 일정 속에 크리스마스가 다가오고, 모두가 오랫동안 꿈꿔왔던 로맨틱한 판타지가 조금씩 현실이 되는데...",로맨틱 아일랜드,2008-12-24,"드라마, 로맨스, 코미디"
77117,"전라도 벌교 전학생 나미는 긴장하면 터져 나오는 사투리 탓에 첫날부터 날라리들의 놀림감이 된다. 이때 범상치 않는 포스의 친구들이 어리버리한 그녀를 도와주는데… 그들은 진덕여고 의리짱 춘화, 쌍꺼풀에 목숨 건 못난이 장미, 욕배틀 대표주자 진희, 괴력의 다구발 문학소녀 금옥, 미스코리아를 꿈꾸는 사차원 복희 그리고 도도한 얼음공주 수지. 나미는 이들의 새 멤버가 되어 경쟁그룹 ‘소녀시대’와의 맞짱대결에서 할머니로부터 전수받은 사투리 욕 신공으로 위기상황을 모면하는 대활약을 펼친다. 일곱 명의 단짝 친구들은 언제까지나 함께 하자는 맹세로 칠공주 ‘써니’를 결성하고 학교축제 때 선보일 공연을 야심차게 준비하지만 축제 당일, 뜻밖의 사고가 일어나 뿔뿔이 흩어지게 된다.",써니,2011-05-04,"드라마, 코미디"
77449,"1942년, 의사 부부 인영과 동원은 갑작스레 귀국하여 경성 최고의 서양식 병원인 안생병원에 부임한다. 이들은 병원 원장 딸과의 정략 결혼을 앞둔 여린 의대 실습생 정남, 유년 시절 사고로 다리를 저는 천재 의사 수인과 함께 경성 생활을 시작하게 된다. 경성을 흉흉한 소문으로 물들인 연쇄 살인이 기승을 부리는 가운데 어느 날 자살한 여고생 시체, 일가족이 몰살한 교통사고에서 유일하게 살아 남은 9살 소녀가 실려오고 병원엔 음산한 불경 소리가 울려 퍼지는데...",기담,2007-08-01,"공포, 드라마"
77504,"3초만 지켜봐도 범인을 알아보는 타고난 형사이지만, 사생활이 보장되지 않는다는 이유로 호시탐탐 그만 둘 기회만 엿보고 있는 초보 형사 김홍주. 범인을 보면 잡고 싶은 열망에 눈물까지 난다는 강력계 15년 차의 베테랑 형사이지만 최근 부쩍 심해진 건망증에 위축된 문형사, 죽어라 범인을 쫓지만 언제나 허탕만 치는 재칠, 아기 만들 시간이 없어 마누라한테 맨날 구박만 받는 고형사와 이들을 이끄는 육반장이 강력3반이다. 여기에 ‘형사’가 되고싶은 어리버리한 교통형사 해령은 덤. 강도나 절도범 한놈이면 채워지는 고과 점수가 모자라 그 흔한 회식 한번 못해본 ‘강력 3반’은 늘 1반과 2반에 뒤쳐지는 만년 꼴찌 팀이다. 범인들은 갈수록 지능적이고, 수법은 나날이 최첨단으로 발전해가는데, 강력 3반은 변변한 무기는커녕 몇 푼 안 되는 수사비마저 하루가 멀다 하고 깎이기 일쑤다. 범인을 잡겠다는 열정과 패기만큼은 누구에게도 뒤지지 않지만, 눈앞에 닥친 현실에 허덕이는 강력 3반에 돌아오는 건 언제나 무시와 비웃음뿐이다.",강력 3반,2005-09-29,"모험, 스릴러, 액션"
77823,"세방살이 삼대째 박필기 드디어 문패에 이름 석자 새기다! 3대를 이어온 셋방살이 설움에 '네 집을 가져'라는 아버지 유언을 인생목표로 사는 박필기. 낮에는 조선소 기사로 밤엔 대리운전으로 투잡스, 쓰리잡스를 뛰면서 결국 사회생활 10년만에 대출에 융자까지 보태 거제도 바닷가 이층집을 사는데 성공했으니... 이사 첫날 문패 박으며 온 동네 떠나가도록 울부짖었다! ""아버지...나 집 샀어요~~~ 엉엉~~""  나보고 집을 나가라고? 여긴 우리집이거든... 넌 누구냐? 그러나 내 집을 마련했다는 기쁨도 잠시. 그런데, 부엌에 잘 꽂혀있던 식칼이 공중부양해 날라오고, 멀쩡했던 소파가 공격하질 않나, TV속 을 열연중이던 박영규가 필기를 노려보며 '살고 싶으면 이집에서 나가!!'라 윽박지르더니, 의 배두나처럼 TV밖으로 기어나오기까지... 이것이 무슨 귀신이 곡할 노릇! ""사람살려~~ 박필기 살려~~"" 이사 첫날... 그는 여관방 신세를 졌다.  하필이면... 왜? 우리집에 귀신이 사냐구~~~~~!! 경찰서로, 이웃에게로 귀신 곡할 사연을 호소해보지만... 필기만 몰랐던 그 집의 비밀이 있었으니 ""그 집에 귀신 살아요!!"" 재빨리 급매모드로 변신하지만 흥정은커녕 돈을 얹어줘도 안 산다니... 은행 이잣날은 다가오고 언제까지 제집 두고 여관방신세 질 수도 없고... 환장할 박필기, 마침내 귀신과의 전면전을 선포하는데...",귀신이 산다,2004-09-17,"공포, 코미디"
79224,"50만 포로가 끌려간 병자호란, 치열했던 전쟁의 한 복판에 역사가 기록하지 못한 위대한 신궁이 있었다.  역적의 자손이자 조선 최고의 신궁 남이. 유일한 피붙이인 누이 자인의 행복만을 바라며 살아간다.어렵사리 맞이한 자인의 혼인날, 가장 행복한 순간에 청나라 정예부대(니루)의 습격으로 자인과 신랑 서군이 포로로 잡혀가고 만다. 남이는 아버지가 남겨준 활에 의지해 청군의 심장부로 거침없이 전진한다.귀신과도 같은 솜씨로 청나라 정예부대(니루)를 하나 둘씩 처치하는 남이, 한 발 한 발 청군의 본거지로 접근해간다. 남이의 신묘한 활솜씨를 알아챈 청의 명장 쥬신타는 왕자 도르곤과 부하들을 지키기 위해 남이를 추격하기 시작한다. 날아오는 방향을 예측할 수 없는 곡사를 사용하는 남이와 무시무시한 파괴력을 가진 육량시를 사용하는 쥬신타, 가장 소중한 것을 지키기 위한 사상 최대 활의 전쟁을 시작한다.",최종병기 활,2011-08-10,"드라마, 액션, 역사"
79553,"1953년 2월, 휴전협상이 난항을 거듭하는 가운데 교착전이 한창인 동부전선 최전방 애록고지에서 전사한 중대장의 시신에서 아군의 총알이 발견된다. 상부에서는 이번 사건을 적과의 내통과 관련되어 있음을 의심하고 방첩대 중위 강은표에게 동부전선으로 가 조사하라는 임무를 내린다. 애록고지로 향한 은표는 그 곳에서 죽은 줄 알았던 친구 김수혁을 만나게 된다. 유약한 학생이었던 수혁은 2년 사이에 이등병에서 중위로 특진해 악어중대의 실질적 리더가 되어 있고, 그가 함께하는 악어중대는 명성과 달리 춥다고 북한 군복을 덧입는 모습을 보이고 갓 스무살이 된 어린 청년이 대위로 부대를 이끄는 등 뭔가 미심쩍다. 이 모든 것이 혼란스러운 가운데 은표는 오직 병사들의 목숨으로만 지켜낼 수 있는 최후의 격전지 애록고지의 실체와 마주하게 되는데…",고지전,2011-07-20,"드라마, 액션, 전쟁"
79625,"18살 고등학생 혜화와 한수는 서로 사랑하는 사이였지만, 혜화가 임신을 하자 한수는 홀연히 사라져 버렸다. 5년이 지난 어느 날, 그녀 앞에 한수가 나타난다. 그는 혜화에게 용서를 구하며, 죽은 줄 알았던 자신들의 아이가 살아있다는 소식을 전한다. 과거의 상처가 아물지 않은 혜화는 처음엔 그를 믿지 못하지만, 아이가 입양되었다는 사실을 알게 되면서 그녀의 마음은 걷잡을 수 없이 흔들린다.","혜화, 동",2011-02-17,드라마
79626,"18살 태훈은 미정과 함께 연애 100일을 기념하기 위해 동해 바다로 여행을 떠난다. 행복한시간도 잠시, 집으로 돌아온 둘은 부모님에게 이 사실을 들키게 되고, 미정의 부모는 급기야 태훈과 태훈의 부모를 집으로 불러 '대학 입학 전까지는 절대로 만나지 않겠다'는 각서까지 받아낸다. 그 날 이후, 미정은 태훈을 피하기 시작하고, 태훈은 미정을 만날 수 없다는 사실에 애가 탄다. 겨울이 지나고, 태훈과 미정은 19살의 봄을 맞이한다. 이야기는 이제 막 사랑을 알기 시작한 청춘들의 조심스럽고 조금은 씁쓸한 러브 스토리이다. 강렬한 사랑의 불꽃은 풋풋하고 순수한 젊음에 지울 수 없는 흔적을, 상처를 남긴다.",회오리 바람,2009-12-25,"드라마, 로맨스"
79637,43살의 기러기 아빠 최는 우연히 동생의 공장에서 네팔 청년 도르지의 장례식을 목격한다. 그리고 그의 유골을 고향에 전달해달라는 부탁을 받는다. 히말라야 설산 아래 산 꼭대기 외딴 곳에 도착한 최는 가족들에게 차마 그가 죽었다는 말을 하지 못하고 친구로서 들렸다는 거짓말과 함께 도르지의 돈만 건넨다. 한국으로 돌아가지 않고 그 곳에 머물게 된 최. 자식들과 미국에 있는 아내에게 전화를 걸었다가 돌아오는 책망에 마음이 상한다. 그리고 길 위에서 흰 말과 마주친 최는 자신도 모르게 어떤 힘에 이끌려 말을 따라갔다가 집에 돌아와 심한 몸살을 앓는다. 그곳에서 익숙해져 최조차도 잊고 있었던 유골을 우연히 도르지의 아버지가 발견한다. 이제 도르지가 왔으니 당신은 떠나라는 노인의 말에 허탈해진 마음으로 마을을 나선 최는 다시 짐을 지고 가쁜 호흡을 내쉬며 산으로 오르기 시작하는데…,"히말라야, 바람이 머무는 곳",2009-06-11,드라마
79894,"1950년 종군기자 이태는 빨치산에 가담하게 되고,그가 생각하던 빨치산과 자신의 소극적인 행동에서 갈등한다. 청룡작전이 무너지고 토벌대에 쫓기면서 부상당한 이태는 자신을 간호하던 박민자와 사랑에 빠지나 본대 복귀명령으로 슬픈 이별을 한다. 겨울은 깊어가고 이태의 소대는 약담봉전투에 참여한다. 그곳에서 시인 김영을 만나 그는 동족간의 전쟁의 허무함을 토로한다. 계속되는 전투에 쫓긴 남부군은 지리산에 밀려와 상상속의 이현상사령관을 만나고, 이태는 김희숙대원의 용감성에 놀란다. 이때부터 그는 정치부소속의 정식당원이 된다. 휴전소식이 들리는 가운데 대원들의 분위기는 어수 선해지고 남부군은 추위와 굶주림으로 궁지에 몰린다. 마침내 최후의 발악과 같은 전투가 벌어지고 낙오된 이태는 눈속을 헤매다 토벌군의 포로가 된다. 그의 기나긴 빨치산 투쟁도 막을 내린 것이다.",남부군,1990-06-02,"드라마, 역사, 전쟁"
81242,"피로 물든 침대, 사라진 시체, 그리고 살인 혐의.. 재판이 끝나기 전까진 누구도 믿을 수 없다!  시체 없는 살인사건, 그러나 명백한 정황으로 붙잡힌 용의자는 피살자의 남편. 여기에 투입된 변호사와 검사의 치열한 공방과 배심원을 놓고 벌이는 그들의 최후 반론. 어떤 결말도 예상할 수 없는 치열한 법정 대결, 이제 당신을 배심원으로 초대한다!",의뢰인,2011-09-29,"드라마, 스릴러"
81460,"전설로 불리던 조직 세계를 떠나 식당 하나 차려서 평범하게 살고 싶은 남자, 두헌. 그를 감시하라는 의뢰를 받고 그에게 접근하기 위해 요리학원에 나타난 여자, 세빈. 과거를 숨기고 싶은 두헌과 정체를 숨겨야만 하는 세빈은 서로를 속인 채 조금씩 가까워진다. 두헌이 조직 보스의 후계자로 거론되자 조직 내 분열이 일기 시작한다. 그리고 세빈은 그를 죽이라는 새로운 임무를 받는다. 두헌의 일거수일투족을 감시하면서 저격할 기회를 노리는 세빈. 하지만 자신도 모르는 사이에 마음이 흔들리고, 두헌은 마침내 세빈의 정체를 알게 되는데...",푸른소금,2011-08-31,"드라마, 로맨스, 액션"
81481,"믿을 수 없지만, 한 청각장애인학교에서 실제 일어난 사건입니다. 2000년부터 5년간 청각장애아를 상대로 교장과 교사들이 비인간적인 성폭력과 학대를 저질렀습니다. 인정하고 싶지 않지만 이 이야기는 진실입니다. 이제 이 끔찍한 진실을 마주해야 할 시간입니다.",도가니,2011-09-22,드라마
81760,"1979년 캠퍼스에서 짝사랑과 단짝친구와의 우정을 키워가는 영문과 대학생 소은에게 우연히 굴러들어온 고물 무전기 하나. 개기월식이 이루어지던 날, 스며든 달빛과 함께 낡은 무전기에 신호가 울린다. 복잡한 서울의 2000년, 광고창작과 2학년 지인. 무전으로 사람을 만나는 일에 빠져 있는 그는 적극적인 현실의 여자친구에게는 늘상 시큰둥하다. 어느 날 낯선 여자와 무전으로 만나게 되고, 같은 학교 영문과인 그녀를 시계탑 앞에서 만나기로 한다. 다른 시간 속에 놓여진 두 사람은 무전을 통해 매일 밤 이야기를 나누며 같은 사랑을 품는다. 그리고 서서히 움트는 그리움. 그들은 1979년과 2000년의 시간의 간극을 넘어 실제로 만날 수 있을까?",동감,2000-05-27,"SF, 드라마, 로맨스, 판타지"
82702,"바이킹과 드래곤이 친구가 되어 평화롭게 살아가는 버크섬.  청년이 된 히컵은 아버지 스토이크의 바람과는 달리  족장이 되는 것 보다 버크섬 밖의 더 넓은 세상을 보고 싶어한다.  그러던 어느 날, 신비로운 얼음대륙을 탐험하던 히컵과 투슬리스는 드래곤 사냥꾼들이 쳐놓은 덫에 걸리고,  드래곤들을 위협하는 강력한 어둠의 존재에 대해 알게 된다.  히컵과 투슬리스는 드래곤들의 평화를 위해  의문의 드래곤 군단과 맞서기로 결심하는데…",드래곤 길들이기 2,2014-07-24,"가족, 모험, 애니메이션, 액션, 코미디, 판타지"
82951,"시력을 잃어가는 기수와 절름발이 경주마  불가능을 뛰어넘는 기적의 감동실화!  교통사고로 아내를 잃고 시신경을 다친 채 어린 딸(김수정)과 남겨진 기수 ‘승호’(차태현)와 같은 사고에서 새끼를 잃고 다리를 다쳐 더 이상 사람을 태우지 않는 경주마 ‘우박이’. 모두가 불가능하다고 생각했던 우승을 향한 무모한 도전. 올 추석, 기적의 감동실화가 시작된다!",챔프,2011-09-07,드라마
83013,"1983년 여름. 첫 눈에 반하는 일 따위는 믿지 않는 국문학과 82학번 서인우(이병헌 분)는 적극적이고 사랑스런 여자 82학번 인태희(이은주 분)를 만난다. 자신의 우산 속에 당돌하게 뛰어들어온 여자 인태희. 비에 젖은 검은 머리, 아름다운 얼굴, 그리고 당돌한 말투까지 인우의 마음은 온통 그녀로 가득 차 버린다. 그녀의 존재로 가슴 설레여하고, 그 사람의 손이 닿은 물건이면 무엇이든 소중하게 간직하며 사랑은 무르익어 간다.",번지점프를 하다,2001-02-03,"드라마, 로맨스"
83754,"고학력, 고수입에 먹히는 외모까지! 꽉 찬 나이와 욱하는 성격만 빼곤 무엇 하나 빠지지 않던 플래티넘 미스 은이는, 잘 나가던 국제부 기자에서 패션지 에디터로 발령이 나고 만다. 게다가 너무 잘난 여자는 부담스럽다며 애인에게까지 차이게 된 은이는 지금 폭발 직전이다!  “주인니임~! 잘 부탁드려요~ 왈!!”  까칠할대로 까칠해진 은이 앞에 어느 날 애처로운 모습으로 상자에 담긴 인호가 발견되고, 마치 길 잃은 강아지 마냥 안식처를 구하던 인호는 은이의 충실한 펫 모모가 되겠다며 막무가내 애교로 혼을 빼놓는다. 어떤 일이 있어도 주인님 전화는 꼭 받기, 피곤해서 돌아오면 반갑게 맞이하러 나가기, 택배 잘 받아 두기 등 완벽한 펫 모모와 함께 살면서 점점 길들여진 은이. 하지만 주인과 펫의 관계가 되어 행복한 동거 생활을 해나가던 두 사람 앞에 어느 날 은이의 첫사랑이 나타나면서 위기가 찾아 오는데…",너는 펫,2011-11-10,"로맨스, 코미디"
83830,"문덕고의 캡짱인 박중필의 하루는 무척 고단하다. 일단 학교 조무래기들의 기대에 부응하기 위해 호시탐탐 그의 자리를 노리고 있을 무리들과 겨뤄 심심챦게 얘깃거리를 제공해야 하고, 젊음과 문화의 상징인 디스코텍이며, 로라장까지 관리해야 한다. 시간이 나면 용돈벌이를 위해 춘화사업을 이용한 삥뜯기... 그야말로 중필의 손길이 닿지 않는 곳이 없다. 그러나 세상 거칠것도 두려울 것도 없는 중필의 가슴에도 예기치 못한 큐피트의 화살이 날아와 박히고 말았으니... 이웃 여학교의 퀸카 민희가 바로 그 주인공! 하지만 그의 핑크빛 풋사랑이 제대로 피어날 겨를도 없이 안락했던 일상은 깨질 기미가 보이기 시작하는데...",품행제로,2002-11-14,"드라마, 로맨스, 코미디"
84660,"영식 일당은 기지촌에서 살면서 미군부대의 창고를 털어 시장에 내다 파는 일을 한다. 동생 동식은 형 영식을 설득해 고향으로 데려가기 위해 서울에 왔다가 시장 통에서 형을 발견하고 그를 따라 기지촌으로 들어간다. 동식은 계속 영식을 설득하지만, 영식은 동생에게 먼저 내려가 있으라고 말하고 쏘냐에게 큰 건을 하면 시골로 같이 내려가 결혼하자고 한다. 반면 쏘냐는 동식을 마음에 두고, 댄스파티 날 밤에 영식 일당이 물건을 훔치는 동안 동식을 유혹한다. 쏘냐와 동식은 강변에서 밀회를 즐기다 영식에게 들키고, 영식 일당은 미군 수송 열차를 털기 위해 출발한다. 쏘냐는 동식과 도망가기 위해 영식 일당의 범죄를 헌병대에 신고하고 헌병대의 추적을 받은 영식은 총격전 끝에 트럭이 뒤집혀 가까스로 도망친다. 뒤쫓아온 쏘냐는 영식의 칼에 찔려 죽고 영식도 동식에게 어머니를 부탁한다는 말을 남기고 총상으로 죽는다. 동식은 자신과 결혼하고 싶어하던 양공주 주리와 함께 시골로 내려간다.",지옥화,1958-04-20,"드라마, 범죄"
84768,"80년대 군부독재에 반대하다가 젊음을 온통 감옥에서 보낸 현우(지진희 분). 17년이 지난 눈 내리는 어느 겨울, 교도소를 나선다. 변해 버린 가족과 서울풍경, 핸드폰이란 물건까지, 모든 것이 그에게는 낯설기만 하다. 단 한 사람, 감옥에 있던 17년 동안 한번도 만나지 못했던 지갑 속 사진의 얼굴만이 익숙하게 다가온다. 잊을 수 없는 그 얼굴, 바로 한윤희(염정아 분)다. 며칠 후, 현우의 어머니는 그에게 한윤희의 편지를 건넨다. ""소식 들었니? 한선생, 죽었어."" 1980년, 도피생활을 하던 현우는 그를 숨겨줄 사람으로 한윤희를 소개받는다. 윤희는 첫눈에 봐도 당차고 씩씩하다. 자신은 운동권이 아니라고 미리 선언하지만, 사회주의자라는 현우의 말에 ""아... 그러세요? 어서 씻기나 하세요, 사회주의자 아저씨!"" 라며 웃는다. 현우는 그런 윤희와의 갈뫼에서의 생활에, 마치 딴 세상에 온 듯 한 평화로움을 느낀다. 그렇게 6개월이 지난 후, 동료들이 모두 붙잡혔다는 서울 소식에 갈등하던 현우는 갈뫼를 떠날 결심을 한다. 그리고 윤희는 그를 잡고 싶지만 잡을 수가 없다. 그렇게 그들은 헤어지고 17년이 흐른다. 다시 현재...그는 그들의 오래된 정원을 찾을 수 있을까? 윤희의 흔적이 고스란히 남겨져 있는 갈뫼를 다시 찾은 현우. 그는 윤희가 그에게 남긴 일기와 그림을 찾으며 17년 전의 과거로 빠져든다. 과연, 그는 그곳에서 그토록 꿈꾸었던 그들의 오래된 정원을 찾을 수 있을까?",오래된 정원,2007-01-04,"드라마, 로맨스"
85491,"기업의 성공에 심취해 안일한 생활을 보내던 홍회장 일가는 난생처음 출국금지 해제 소식에 첫 해외 여행을 준비하는데. 조폭정신으로 기업과 가문을 이끄는 카리스마 대모, 홍회장. 살림의 달인으로 거듭난 구 백호파의 1인자, 장인재. 넘치는 바람기를 주체하지 못하는 가문의 첫 이혼남, 장석재. 사소한 일에도 크게 흥분하는 가문의 쌈닭, 장경재. 웃자고 떠난 여행, 죽도록 쫓고 쫓기는 사연! 과연 이들은 무사히 집으로 돌아올 수 있을까…",가문의 영광 4: 가문의 수난,2011-09-08,"액션, 코미디"
85525,"한 때, 영화감독이었던 성준은 서울에 올라와 북촌에 사는 친한 선배 영호를 만나려 하지만 전화를 받지 않는다. 성준은 전에 알던 여배우를 우연히 만나 얘기를 나누고 헤어진다. 인사동까지 내려와 혼자 막걸리를 마시는데 앞 좌석에 앉은 영화과 학생들이 합석을 하자고 하고, 술이 많이 취한 성준은 옛 여자의 집으로 향한다.  그리고 다음날인지 아니면 어떤 날인지 분명치 않지만, 성준은 여전히 북촌을 배회하고 있고, 또 우연히 전에 알던 여배우를 만나 얘기를 나누고 헤어진다. 친한 선배를 만난 성준은 선배의 후배인 여교수와 셋이서 [소설]이란 술집을 가게 되는데, 술집 주인은 성준의 옛 여자와 너무나 많이 닮았다.  그리고 다음날인지 아니면 또 다른 어떤 날인지 분명치 않고, 성준은 선배와 [정독 도서관]을 찾아가 이야길 나누고 전직 배우를 만나 술을 마신다. 그들에게 다시 같은 여교수가 합류하고 네 사람은 [소설]이란 술집을 가게 된다. 성준은 술김에 그 술집의 여주인과 키스를 나누게 된다. 그리고 다시, 다음날인지 아니면 또 다른 어떤 날인지 분명치 않을 날의 아침이 시작된다.",북촌방향,2011-09-08,드라마
85550,"옛날 영화를 보러 갔다. 종로 어느 극장 앞, 한 남자가 있다. 그의 이름은 김동수이다. 그는 지금 막 영화 한 편을 보고 나왔다. 오늘 하루가 왠지 남다를 것 같다. 영화 때문인지, 영화를 만든 선배 감독 때문인지는 아직 모르겠다. 극장 앞, 영화 속 여주인공을 마주치다. 극장 앞, 영화 속 여주인공이 지나간다. 그 여배우의 이름은 최영실이다. 햇살이 눈부시다. 여배우 영실은 인파 속으로 사라졌다. 동수는 동창 한 명을 우연히 만난다. 그 역시 선배의 영화를 보러 왔다고 한다. 저녁 때 있을 선배를 위한 동창회 후원모임 이야기도 빼놓지 않는다. 사실 선배는 지금 투병 중이다. ‘가야하나? 말아야 하나?’ 동수는 일단 동창과 헤어져 무작정 종로 길을 걷는다. 저 멀리 여중생들에게 사인을 해주고 있는 여배우 영실이 다시 보인다…. 동수는 그녀를 뒤따라가 본다. 영화 속에 등장했던 안경점에서 멈추는 영실. ‘그녀 역시 방금 영화를 본 탓일까?’ 조심스럽게 다가가 그녀에게 말을 건네보니 의외로 살갑게 대해준다. 극장 앞, 영화 속 여주인공을 마주친 한 남자의 영화 같은 하루가 시작된다…",극장전,2005-05-27,드라마
85959,"음악교사인 영수는 같은 학교 선생 미연과 연인관계다. 미연에게 관심을 잃은 영수는 여행지에서 만난 학부모 미연과 불륜관계를 맺고 운명적인 사랑에 빠지지만 이별을 통보 받는다. 이별 후 닥친 절망에 괴로워하던 영수는 거리에서 우연히 보게 된 선화에게 호감을 느낀다. 그녀를 따라가다 쫓아 오는 치한으로부터 선화를 구해주면서, 선화의 연애에 관한 사연을 듣게 된다. 그녀의 순수와 순정에 반한 영수는 다음날 선화와 다시 만나기로 약속한다. 하지만 선화는 영수에게 자신을 절대 사랑하지 말 것을 부탁한다. 그날 이후 그녀의 사랑을 이뤄주기 위해 그녀의 편지를 남자에게 전달하고, 자신은 외로워하는 영수. 매일 같은 시간, 선화를 만나고 달빛처럼 청초하고 순수한 모습에 미소 짓지만, 결국 그녀는 떠나고 마는데……",카페 느와르,2010-12-30,"드라마, 로맨스"
